Seconds,Temperature,Pressure,Humidity,Gas resistance,Waterproof temperature,Ammonia
2.1550707817077637,23.01,1008.63,60.858,77598.52709007647,22.0,108
2.2525033950805664,0,1008.64,60.889,72181.35175230546,22.0,107
0.8873767852783203,0,1008.61,60.471,64508.925502818514,22.0,108
0.9305965900421143,0,1008.61,60.347,63290.20335855717,22.0,108
0.8759489059448242,0,1008.6,60.328,63578.47784879708,22.0,108
0.9242627620697021,0,1008.62,60.31,63290.20335855717,22.0,108
0.9163467884063721,0,1008.62,0,50749.4629911306,22.0,109
0.8963465690612793,0,1008.63,60.328,63242.411574782665,22.0,109
0.9379661083221436,0,1008.61,60.299,64261.440597183355,22.0,108
0.9724421501159668,0,1008.57,60.293,63290.20335855717,22.0,108
0.9235715866088867,0,1008.62,60.29,63482.0950067808,22.0,107
0.8865530490875244,0,1008.62,60.284,63290.20335855717,22.0,108
0.9249272346496582,0,1008.62,60.284,63772.12422400388,21.937,112
0.8876762390136719,0,1008.62,60.23,63242.411574782665,21.937,114
0.8798871040344238,0,1008.64,60.939,40150.80377933323,21.937,111
0.9230616092681885,0,1008.64,60.781,53711.18611706582,22.0,111
0.868668794631958,0,1008.6,0,53064.59423412138,22.0,110
1.7663538455963135,0,1008.62,61.539,0,21.937,108
1.3567955493927002,22.81,1008.64,61.592,26818.744874447693,21.937,110
0.919142484664917,0,1008.67,61.317,33534.03355495688,21.937,109
0.8771331310272217,0,1008.69,61.132,41667.41569772089,21.937,110
0.8940730094909668,22.74,0,100.0,0,21.937,112
0.8848333358764648,23.13,0,61.774,25251.65463309515,21.875,111
0.8510279655456543,0,1008.68,0,33058.005464644215,21.875,110
1.244842290878296,22.91,1008.67,61.184,50657.37520860991,21.937,111
0.9336504936218262,0,1008.68,61.752,24643.01421067826,21.937,113
0.9020717144012451,0,1008.68,61.764,40696.536079881866,21.937,113
0.8652441501617432,0,1008.67,61.282,44263.34822716873,21.937,113
0.9204695224761963,0,1008.68,0,21106.8509750628,21.937,113
1.2622122764587402,23.07,1008.61,61.544,48883.34380995811,21.937,113
0.8743503093719482,0,1008.66,61.189,47632.27573605902,21.937,113
1.4252140522003174,22.72,1008.62,61.91,17880.517138174553,21.937,113
1.3927862644195557,22.8,1008.64,61.684,28829.19105922675,21.937,113
1.7150373458862305,33.7,1026.72,61.989,0,21.937,112
1.4396626949310303,22.72,1008.62,61.983,6496.603057499637,21.937,114
0.9113857746124268,0,1008.6,61.722,12353.007315702767,21.937,113
0.8574814796447754,0,1008.6,61.502,18628.16912065741,21.937,114
0.9031331539154053,0,1008.61,61.323,24356.6398394098,21.937,112
0.8711647987365723,0,1008.63,61.163,29395.25232636081,21.937,111
0.9795846939086914,0,1008.62,100.0,0,22.0,113
0.9466748237609863,0,1008.6,61.324,0,21.937,113
0.8622958660125732,0,1008.59,61.071,37797.53974193686,21.937,113
0.871117353439331,0,1008.61,60.965,40150.80377933323,21.937,113
0.9132080078125,0,1008.6,60.921,42512.586427687405,21.937,112
0.9017918109893799,0,1008.59,60.843,44640.454507600814,21.937,112
0.9188745021820068,0,1008.58,61.002,46471.583523856745,21.937,112
0.9194910526275635,0,1008.51,61.842,4420.599406990848,22.125,113
0.970313549041748,23.52,0,61.911,7179.548240440321,22.125,112
0.9265422821044922,22.89,0,61.547,9012.517844762733,22.062,113
0.9251329898834229,0,1008.5,61.331,0,22.062,112
0.861659049987793,0,1008.51,61.107,19017.303000449007,22.062,113
0.8943581581115723,0,1008.51,60.991,22933.139893752697,22.062,113
0.872732400894165,0,1008.5,60.904,26330.221560209295,22.062,112
0.8701784610748291,0,1008.47,61.592,15850.235054385397,22.062,114
0.8801634311676025,0,1008.49,61.471,25843.23533230059,22.125,113
0.852593183517456,0,1008.5,61.088,29129.698616599344,22.125,113
0.9327356815338135,0,1008.47,60.966,33188.87445222698,22.062,112
0.9040670394897461,0,1008.51,60.873,35463.2047399067,22.062,113
0.9142634868621826,0,1008.49,60.763,38141.461860148906,22.062,113
0.9007494449615479,0,1008.48,60.661,40112.38243488169,22.062,113
0.9151175022125244,0,1008.48,60.62,42085.75823762452,22.062,113
0.9301254749298096,0,1008.49,60.639,43527.93224162583,22.062,113
0.8943212032318115,0,1008.47,60.718,44879.426434614565,22.062,113
0.9036400318145752,0,1008.45,60.618,46626.659447443075,22.062,113
0.8881552219390869,0,1008.45,60.515,47149.597349859614,22.062,113
0.9064443111419678,0,1008.47,60.432,48097.301572271834,22.062,113
0.9094030857086182,0,1008.49,60.349,49431.525948127935,22.125,113
0.9381539821624756,0,1008.47,60.316,0,22.125,113
0.9177844524383545,0,1008.49,60.215,0,22.062,113
0.9470844268798828,0,1008.48,60.147,51721.0169249228,22.062,113
0.8902888298034668,0,1008.44,60.076,52074.764833624,22.125,113
0.9264969825744629,0,1008.45,59.999,52897.01776541391,22.125,112
0.9135396480560303,0,1008.45,59.947,54127.74177209483,22.062,112
0.9133310317993164,0,1008.46,59.894,53918.65941032631,22.125,113
0.8971202373504639,0,1008.46,59.855,55270.812186871226,22.125,113
0.8757121562957764,0,1008.48,59.814,55197.957720679966,22.062,113
0.8672335147857666,0,1008.44,59.805,55749.094570323825,22.062,113
0.9325535297393799,0,1008.43,59.843,56122.67455944065,22.062,113
0.8614704608917236,0,1008.47,59.854,56807.88981224635,22.062,113
0.9447884559631348,0,1008.45,59.832,57391.81534257397,22.062,112
0.9535059928894043,0,1008.43,59.8,57352.513759733316,22.062,113
0.9649088382720947,0,1008.43,59.807,58068.28063478458,22.062,113
0.9731466770172119,0,1008.47,59.863,57947.748044524225,22.062,113
1.004201889038086,0,1008.46,59.805,58473.70262409027,22.062,113
0.9962046146392822,0,1008.44,59.697,0,22.062,112
0.8663313388824463,0,1008.47,59.56,59724.66254668045,22.062,112
0.8597230911254883,0,1008.46,59.487,60545.00194968513,22.062,113
0.9168751239776611,0,1008.49,59.45,60283.52333341102,22.062,113
0.9019854068756104,0,1008.48,59.45,59767.28369491543,22.062,114
0.9143192768096924,0,1008.49,59.476,60110.45539764441,22.062,113
0.8713662624359131,0,1008.49,59.485,60110.45539764441,22.062,112
0.9279394149780273,0,1008.44,59.53,60852.94184129418,22.062,113
0.8849294185638428,0,1008.44,59.562,60501.26477078847,22.062,112
0.9124360084533691,0,1008.47,59.62,60897.18915231107,22.062,114
0.9292316436767578,0,1008.49,59.633,0,22.062,113
1.0799784660339355,0,1008.47,59.61,0,22.062,112
0.9134349822998047,0,1008.47,59.591,61164.03021859379,22.062,113
0.9263782501220703,0,1008.5,59.578,61659.36169149273,22.125,113
0.8755199909210205,0,1008.43,59.565,61841.47724144421,22.062,112
0.8576133251190186,0,1008.41,59.537,62440.85448174484,22.062,113
0.9235053062438965,0,1008.45,59.474,61568.705559304035,22.062,113
0.8872053623199463,0,1008.44,59.448,61614.00027828364,22.062,113
0.9248495101928711,0,1008.45,59.442,0,22.062,114
0.9674844741821289,0,1008.45,59.464,61978.771460178985,22.062,113
0.9066162109375,0,1008.43,59.444,0,22.062,113
0.9144308567047119,0,1008.42,59.406,62815.51159526286,22.062,114
0.9308879375457764,0,1008.46,59.406,0,22.062,114
0.9239907264709473,0,1008.41,59.424,62347.88748374221,22.062,113
0.9213900566101074,0,1008.45,59.402,62768.43376178508,22.125,113
1.0963232517242432,0,1008.44,59.424,62440.85448174484,0,114
0.909477949142456,0,1008.42,59.417,63099.468311191835,22.125,113
1.0126402378082275,0,1008.4,59.197,0,22.125,112
0.9519906044006348,0,1008.45,58.531,65262.95142347708,22.125,111
0.972203254699707,0,1008.42,57.481,68632.28833286838,22.125,109
1.0589368343353271,0,1008.41,55.595,72935.67144954696,0,104
0.8682351112365723,0,1008.39,0,60897.18915231107,22.062,100
1.0870180130004883,0,1008.41,51.611,75636.29101526483,22.062,98
0.933396577835083,0,1008.41,50.635,77454.99714930687,22.062,98
0.9003255367279053,23.19,1008.39,0,78178.00604742469,22.062,95
0.9103243350982666,0,1008.38,48.483,0,22.062,95
0.8947513103485107,0,1008.39,48.645,75841.77094182024,22.062,95
1.0218734741210938,0,1008.37,49.099,0,22.062,96
0.9498939514160156,0,1008.42,49.644,75431.92151090983,22.062,97
0.919879674911499,0,1008.4,50.453,73190.62713007044,22.062,100
0.8705451488494873,0,1008.43,51.436,72305.98629978686,22.062,104
0.9219069480895996,0,1008.42,52.232,74031.6847406687,22.062,105
0.8663063049316406,23.23,1008.39,52.545,84658.02737990792,22.125,103
0.8665077686309814,0,1008.39,51.66,80430.35429589982,22.062,100
1.0909709930419922,0,1008.38,50.764,77959.69004190585,22.062,99
1.0256750583648682,0,1008.38,50.443,0,0,98
0.9948761463165283,0,1008.4,50.024,78397.54822588939,22.125,98
0.9210920333862305,0,1008.41,49.616,79138.3450690341,22.062,97
0.9274554252624512,0,1008.42,49.49,0,22.062,98
0.9313421249389648,0,1008.42,50.177,75773.15369458373,22.125,99
0.9434559345245361,0,1008.42,50.402,75841.77094182024,22.125,98
0.9171764850616455,0,1008.41,50.132,77814.8221819989,22.125,99
0.9399383068084717,0,1008.39,50.089,77311.9971913337,22.125,98
1.0609571933746338,0,1008.41,50.019,77598.52709007647,22.125,96
1.1345105171203613,0,1008.36,49.811,77742.58996542552,0,95
0.9966983795166016,0,1008.34,0,0,22.125,96
0.9395599365234375,0,1008.35,49.365,73770.84623450186,22.125,96
0.8760297298431396,0,1008.41,57.229,15971.133112534422,22.062,108
0.861731767654419,0,1008.44,56.998,26922.090714139762,22.062,109
0.8739690780639648,0,1008.43,56.636,36292.20305443181,22.125,108
0.8803725242614746,0,1008.43,56.696,42772.86451596208,22.062,109
0.8899075984954834,0,1008.43,56.961,48014.57952947034,22.125,109
0.9167501926422119,0,1008.42,57.118,50965.64206055383,22.062,108
0.9027993679046631,0,1008.42,57.129,54409.05377154922,22.062,107
0.9245932102203369,0,1008.43,56.773,56923.72239991024,22.062,108
0.9049031734466553,0,1008.43,56.814,57668.441893745716,22.062,108
0.8724901676177979,0,1008.45,56.864,58843.45335765511,22.062,109
0.9784059524536133,0,1008.4,57.047,59724.66254668045,22.062,108
0.8812236785888672,0,1008.41,57.165,60720.58486831882,22.062,109
0.9387154579162598,0,1008.42,57.202,61523.47738757264,22.062,110
0.871164083480835,0,1008.44,57.24,71260.11359849604,22.062,109
0.9006881713867188,0,1008.43,57.037,71748.49420073726,22.062,109
0.860626220703125,0,1008.45,56.689,68632.28833286838,22.062,107
0.8843815326690674,0,1008.42,56.335,66825.15104735307,22.062,108
0.8729300498962402,0,1008.41,56.549,65775.50523321291,22.062,108
0.9225144386291504,0,1008.42,56.801,65467.0113680889,22.062,108
0.8859381675720215,0,1008.41,56.979,65415.876841711455,22.062,107
0.8928983211517334,0,1008.44,57.116,65262.95142347708,22.062,108
0.9042413234710693,0,1008.43,57.101,66718.68133364404,22.062,107
0.9713034629821777,0,1008.4,56.979,67146.60886490528,22.062,109
0.9260063171386719,0,1008.41,57.125,57040.02832748653,22.062,108
0.9200482368469238,0,1008.44,57.197,61568.705559304035,22.062,109
0.9811530113220215,0,1008.41,57.112,0,22.062,106
0.9606497287750244,0,1008.4,56.474,66243.73620077586,22.062,108
0.9139187335968018,0,1008.42,56.735,57668.441893745716,22.062,109
0.912700891494751,0,1008.42,56.807,59767.28369491543,22.062,109
0.853076696395874,0,1008.41,56.536,65878.9836255362,22.062,109
0.9162538051605225,0,1008.41,56.572,0,22.062,107
1.0179662704467773,0,1008.39,56.887,65009.65846121222,22.062,107
0.8827366828918457,0,1008.42,57.338,61704.78994634579,22.062,108
0.9085400104522705,0,1008.43,57.211,70778.3367499259,22.062,108
0.9197750091552734,0,1008.41,56.683,81210.25746856973,22.062,107
0.9362928867340088,0,1008.46,56.453,0,22.062,105
0.8548934459686279,0,1008.42,55.11,87214.64450943076,22.062,104
0.8846738338470459,0,1008.42,54.181,86583.49426096448,22.062,102
0.8998501300811768,0,1008.45,53.539,89259.56839324339,22.062,101
0.9163236618041992,0,1008.44,52.862,89164.53914902522,22.062,101
0.8588223457336426,0,1008.41,52.439,89069.71203447979,22.062,100
0.8676364421844482,0,1008.41,52.183,90124.03509498501,22.062,99
0.8526911735534668,0,1008.42,51.902,90906.62918333513,22.062,98
0.9182915687561035,0,1008.43,51.76,89930.48742894876,22.062,98
0.8672819137573242,0,1008.42,51.787,90124.03509498501,22.062,98
0.8958950042724609,0,1008.45,51.686,91303.04523646749,22.062,98
0.9118137359619141,0,1008.46,51.762,87396.66676726882,22.062,100
0.9789636135101318,0,1008.44,52.472,85001.71659509464,22.062,102
0.9029526710510254,23.34,1008.41,53.415,0,22.062,103
0.8825864791870117,0,1008.45,54.022,84317.10628018195,22.062,104
0.9540362358093262,0,1008.42,54.554,85348.20777681987,22.062,105
0.9263112545013428,0,1008.43,54.973,0,22.062,106
0.9355292320251465,0,1008.42,55.297,83393.57631820985,22.062,107
0.8561482429504395,0,1008.43,55.541,84147.67334395577,22.062,107
0.8898370265960693,0,1008.42,55.714,84317.10628018195,22.062,107
0.9748935699462891,0,1008.45,55.788,85001.71659509464,22.062,106
0.9200332164764404,0,1008.41,55.781,85435.27239905341,22.062,105
0.9290697574615479,23.4,0,55.689,86583.49426096448,22.062,107
0.9133498668670654,0,1008.42,55.081,0,22.062,106
0.8855180740356445,0,1008.43,53.304,99407.0277263703,22.062,100
0.9784703254699707,0,1008.44,51.627,98878.89386234745,22.062,99
0.8589761257171631,0,1008.38,50.585,98298.62158750475,22.062,98
0.9497461318969727,0,1008.42,49.944,97497.58915056025,22.062,98
0.8875761032104492,0,1008.44,49.593,98183.38345931494,22.062,98
0.8705239295959473,0,1008.41,49.237,98762.29198069467,22.062,96
0.9061002731323242,0,1008.41,48.959,98587.90388106903,22.062,96
0.9333992004394531,0,1008.42,48.742,98125.86565895489,22.062,96
0.9544253349304199,0,1008.38,48.772,96486.67461394692,22.062,95
0.8821120262145996,0,1008.41,49.016,96431.12701676262,22.062,97
0.8793261051177979,0,1008.4,49.221,94955.14800627742,22.062,98
0.9327902793884277,0,1008.43,49.437,94419.89068023597,22.062,99
0.904717206954956,0,1008.4,0,82327.88153070038,22.062,99
0.8712158203125,0,1008.4,49.675,96044.07747494544,22.062,99
0.9026730060577393,0,1008.41,49.668,83062.74330984244,22.062,103
0.9379281997680664,23.3,1008.39,0,0,22.062,103
0.8868539333343506,23.76,1008.4,0,90124.03509498501,22.062,103
0.8809897899627686,0,1008.4,49.166,96542.28624294465,22.062,103
0.8996458053588867,0,1008.41,48.736,97158.27212894859,22.062,102
0.8948194980621338,0,1008.41,48.501,96653.70203976291,22.062,102
0.9049410820007324,0,1008.43,48.546,93861.17007848389,22.062,103
0.9399235248565674,0,1008.42,49.896,83227.83104568257,22.062,104
0.91,0,1008.39,55.278,51090.00188217919,22.062,107
1.87,23.54,0,55.488,76815.62884472068,22.062,106
2.83,23.95,0,55.55,88132.41763547217,22.062,106
3.71,24.1,1008.4,55.524,98704.09410576436,22.062,107
4.67,24.31,1008.37,0,104557.30360556049,22.062,106
0.8772563934326172,0,1008.43,55.005,0,22.062,108
0.9113092422485352,0,1008.4,55.117,88225.25843876394,22.062,108
0.8988277912139893,33.7,0,0,0,22.062,108
0.9142770767211914,0,0,0,0,22.062,108
0.9260268211364746,22.92,0,0,0,22.062,108
0.8879024982452393,0,0,0,0,22.062,107
0.9195253849029541,0,0,0,0,22.062,108
0.8938839435577393,0,0,0,0,22.0,108
0.9182813167572021,0,1008.4,55.128,0,22.0,105
2.8487579822540283,23.19,1008.38,54.757,35796.33007065406,22.0,104
4.838407754898071,23.49,1008.36,54.056,54197.796703000364,22.0,102
6.758286476135254,23.65,1008.35,53.251,67963.9487827578,22.0,100
0.8528351783752441,0,1008.4,51.727,60110.45539764441,22.0,100
0.9155333042144775,0,1008.42,51.441,69717.80043633268,22.0,101
0.9686658382415771,0,1008.38,51.082,0,22.0,99
0.8933334350585938,0,1008.35,52.106,46626.659447443075,22.0,98
1.862361192703247,23.3,1008.34,52.113,77240.69503941873,22.0,98
2.732754945755005,23.89,1008.36,51.983,92513.31227463798,22.062,97
3.6930339336395264,24.19,1008.36,51.782,102072.40694715104,22.0,98
4.692727088928223,24.43,1008.36,51.464,109477.62387337527,22.062,96
5.682415962219238,24.51,1008.34,51.14,114883.90170867673,22.062,97
6.652494192123413,24.54,1008.39,50.834,120330.95966773109,22.062,97
7.622827768325806,24.58,1008.37,50.539,124628.47618201746,22.062,97
0.9209973812103271,0,1008.41,53.016,42948.161097328346,22.0,100
0.927901029586792,0,1008.42,53.656,57867.670591518036,22.0,101
0.8859612941741943,0,1008.4,56.036,26052.03307356343,21.937,106
0.9106829166412354,0,1008.41,55.772,43800.83151203125,22.0,105
0.8725628852844238,0,1008.39,55.379,56160.30811893678,22.0,105
0.8860151767730713,0,1008.43,55.869,49431.525948127935,22.0,106
2.806253433227539,23.48,1008.39,55.896,81289.08046577903,22.0,107
0.8818693161010742,23.24,1008.41,55.558,92005.15647423206,22.0,106
0.8722090721130371,23.36,1008.4,55.483,0,22.0,106
0.9216165542602539,23.48,1008.43,55.37,100782.68968767498,22.0,107
0.8842124938964844,23.44,1008.45,55.212,0,22.0,107
0.9031755924224854,23.17,1008.4,55.653,79589.58149941862,22.0,107
0.8794536590576172,23.47,0,55.674,85174.60980293089,22.0,108
0.9139437675476074,23.42,1008.41,55.61,95879.14860404786,22.0,107
0.9978768825531006,23.58,0,55.495,94419.89068023597,21.937,106
0.8929712772369385,23.35,0,55.366,90318.41766597463,21.937,107
1.010329008102417,23.33,1008.42,55.417,97158.27212894859,21.937,106
1.0843470096588135,23.36,1008.4,55.374,98762.29198069467,0,107
1.0155608654022217,23.4,1008.39,55.345,100782.68968767498,22.0,107
0.9314570426940918,23.39,0,55.222,93651.25669518871,22.0,106
0.9153478145599365,23.35,1008.4,0,91303.04523646749,22.0,107
0.9226398468017578,23.39,1008.37,55.268,0,22.0,107
0.9536504745483398,23.41,1008.42,0,95466.02833712002,22.0,106
1.0107882022857666,23.43,1008.42,55.044,104950.37430332297,22.0,106
0.9411633014678955,23.45,1008.42,54.61,108414.7391545809,22.0,106
0.9594652652740479,23.45,1008.39,53.973,113406.0515546041,22.0,105
1.006622552871704,23.46,1008.39,53.054,115041.70858246328,22.0,103
0.8774237632751465,22.76,1008.35,0,0,21.937,104
0.9280750751495361,23.28,1008.39,0,18143.914278024822,22.0,105
0.9333562850952148,23.0,1008.34,55.569,0,21.937,105
0.8655924797058105,23.02,1008.36,55.254,51945.57073613957,21.937,103
0.9189250469207764,23.06,1008.36,55.146,60985.877095347365,21.937,104
0.9145081043243408,23.09,0,55.4,61343.22724857527,21.937,104
0.8775966167449951,22.8,0,50.152,19174.034897689955,0,85.0,100
1.1133503913879395,33.7,706.76,53.404,0,0,21.687,103
0.9722461700439453,0,1008.38,51.927,11736.76674961324,0,21.687,105
0.8688733577728271,22.78,1008.36,51.77,23736.013388835927,0,21.687,102
0.9023549556732178,22.76,1008.36,51.461,35106.79563793382,0,21.687,102
0.855881929397583,22.81,1008.37,51.253,46063.0465121442,0,21.625,102
0.9050767421722412,22.84,1008.37,51.071,54373.72996430984,0,21.687,102
0.8680367469787598,22.86,1008.37,50.936,62255.196909972714,0,21.687,101
0.8873169422149658,22.88,1008.37,50.776,68914.6586031016,0,21.687,101
0.8749539852142334,22.91,1008.36,50.641,74959.32739739015,0,21.687,101
0.9109723567962646,22.92,1008.36,50.553,81053.06917969447,0,21.687,101
0.9362409114837646,22.95,1008.36,50.506,84743.68885993834,0,21.687,101
0.9089982509613037,22.97,1008.37,50.46,89259.56839324339,0,21.687,102
0.9387938976287842,23.0,1008.37,50.431,93546.65170365213,0,21.687,102
0.8853838443756104,23.02,0,50.385,88039.77202350875,0,21.625,101
0.8690364360809326,23.01,1008.36,50.464,95574.97242858635,0,21.687,104
0.9378345012664795,23.05,1008.38,50.448,99171.60669730579,0,21.687,101
0.8605906963348389,23.08,1008.36,50.395,100601.10015337786,0,21.687,100
0.8809733390808105,23.09,1008.37,50.295,103908.68818629884,0,21.687,101
0.8758020401000977,23.11,1008.35,50.206,105745.4491239692,0,21.625,100
0.8927953243255615,23.12,1008.35,50.112,107097.68635142854,0,21.687,100
0.921130895614624,23.14,1008.36,50.065,109692.7066357747,0,21.687,100
0.9075894355773926,23.16,1008.38,50.061,111667.16639538913,0,21.687,101
0.9269301891326904,23.16,1008.39,50.014,113482.88458570123,0,21.687,100
0.9310956001281738,23.18,0,49.939,105214.06745989367,0,21.687,100
0.867847204208374,23.16,1008.38,50.045,112492.10484772251,0,21.687,100
0.914078950881958,23.2,1008.39,49.99,115120.77470685873,0,21.687,100
0.9310979843139648,23.22,0,49.869,105745.4491239692,0,21.625,100
0.9129700660705566,23.19,1008.4,49.859,114726.52718249861,0,21.625,99
1.0054657459259033,23.22,1008.37,49.86,116969.77357186202,0,21.687,100
0.9045064449310303,23.24,1008.36,49.844,119217.58172491394,0,21.687,100
0.9847424030303955,23.27,1008.38,49.772,120677.73333434033,0,21.687,99
0.9250466823577881,23.28,1008.36,49.716,120851.87076001344,0,21.687,100
0.9279069900512695,23.28,1008.36,49.679,121996.12994049428,0,21.687,99
0.9382951259613037,23.28,1008.33,49.656,0,0,21.687,99
0.912616491317749,23.3,1008.37,49.634,122801.08646104396,0,21.687,99
0.9031445980072021,23.3,1008.35,49.616,123434.5456537919,0,21.687,100
0.9597976207733154,23.3,1008.37,0,112795.112543775,0,21.687,99
0.9120845794677734,23.31,1008.37,49.563,124721.27437934732,0,21.687,100
0.9355912208557129,23.31,1008.38,49.551,125374.7515055434,0,21.687,100
1.0893027782440186,23.33,1008.37,49.535,125845.72917038249,0,0,99
0.8880860805511475,23.35,1008.35,49.498,126320.25870306228,0,21.687,100
0.904522180557251,23.36,1008.35,49.488,125751.25076793981,0,21.687,101
0.9209997653961182,23.37,1008.37,49.499,125656.91411854232,0,21.687,100
0.8826158046722412,23.38,1008.33,49.483,126894.43943771454,0,21.687,99
0.92970871925354,23.39,1008.37,49.493,127183.49169825691,0,21.687,100
0.9257068634033203,23.4,1008.35,49.462,127086.99473722269,0,21.687,100
0.9189205169677734,23.41,1008.34,49.361,127960.77508810173,0,21.687,100
0.8684871196746826,23.42,1008.36,49.33,127280.13531121101,0,21.687,100
0.9067020416259766,23.43,1008.39,49.294,0,0,21.687,100
0.8985612392425537,23.44,1008.38,49.294,128550.00123431077,0,21.687,100
0.9217321872711182,23.44,1008.37,49.243,128550.00123431077,0,21.687,100
0.916752815246582,23.44,1008.4,49.174,0,0,21.687,100
0.9357583522796631,23.43,1008.39,49.168,129644.46295797774,0,21.687,100
0.9173002243041992,23.43,1008.4,49.162,128648.73357244239,0,21.687,101
1.0379788875579834,23.45,1008.41,49.146,129444.08588531084,0,21.687,101
0.8668889999389648,23.43,1008.4,49.105,129845.46135491568,0,21.687,101
0.8851778507232666,23.42,1008.39,49.08,129544.19693630887,0,21.75,100
0.8936655521392822,23.08,1008.32,50.441,73126.72124923076,0,21.687,101
0.880465030670166,22.99,1008.35,0,51752.97710299083,0,21.75,101
1.8500468730926514,23.74,1008.31,0,98068.41520965031,0,21.75,108
2.8005244731903076,24.4,1008.34,0,121201.65765850454,0,21.75,101
3.7608449459075928,0,1008.36,50.786,121201.65765850454,0,21.75,99
4.72010350227356,24.75,1008.32,0,141709.468282489,0,21.75,101
5.599642515182495,24.81,1008.35,0,153811.33643638354,0,21.75,101
6.640037298202515,24.94,1008.34,0,161058.19336574827,0,21.75,107
7.599690914154053,24.95,1008.33,0,159981.39882284342,0,21.75,101
8.559706687927246,24.96,1008.36,49.511,172148.49736775688,0,21.75,100
9.519969701766968,25.1,1008.32,0,175026.62489724235,0,21.75,100
10.480130910873413,25.18,0,49.096,176316.29112212465,0,21.75,101
11.439547300338745,25.1,1008.33,48.826,176316.29112212465,0,21.75,102
12.320341348648071,25.12,1008.33,48.678,176316.29112212465,0,21.812,99
13.27955412864685,25.23,1008.34,48.551,186640.2967476175,0,21.75,107
14.240443229675293,25.25,1008.33,48.307,186640.2967476175,0,21.75,100
15.2195463180542,25.24,1008.35,48.171,188671.77943998776,0,21.75,99
16.20088529586792,25.32,1008.32,47.996,189213.7514096716,0,21.75,99
17.12954092025757,25.36,1008.33,47.824,192195.05268234128,0,21.812,100
18.01963472366333,25.41,0,47.738,194579.60051676506,0,21.812,99
18.959752559661865,25.39,1008.34,47.554,191747.46405771576,0,21.75,99
19.92191982269287,25.39,1008.33,0,195156.097030547,0,21.75,101
20.87967348098755,25.47,1008.35,47.336,198928.1308533715,0,21.75,100
21.76008105278015,25.5,1008.33,0,198209.80766929744,0,21.75,99
22.761345386505127,25.54,1008.36,0,199894.0334209902,0,21.75,107
23.730418920516968,25.58,1008.35,47.043,199894.0334209902,0,21.75,100
24.64970326423645,25.57,1008.36,0,199530.72274055102,0,21.75,99
25.60005521774292,25.59,1008.33,46.843,204105.96961282467,0,21.75,99
26.55957794189453,25.63,1008.34,0,203475.4695736197,0,21.75,101
27.560370683670044,25.64,0,46.683,203349.8367181981,0,21.812,99
28.56008505821228,25.51,1008.32,0,195503.6375740449,0,21.812,101
29.52136468887329,25.46,0,46.505,200746.9255060624,0,21.75,100
30.480066061019897,25.42,1008.33,46.454,200746.9255060624,0,21.812,100
31.44005560874939,25.33,1008.31,0,195387.65327147863,97.33500000000001,21.812,101
32.39954996109009,25.43,1008.35,46.399,0,97.33500000000001,21.812,101
33.36008954048157,25.59,1008.33,46.405,0,97.33500000000001,21.812,99
34.320075035095215,25.68,1008.32,46.356,206150.09052150676,97.35125,21.812,99
0.9183647632598877,23.78,1008.34,46.633,134755.1261445473,0,21.75,101
1.86824631690979,0,1008.32,46.887,134755.1261445473,0,21.812,100
2.8283095359802246,24.94,1008.32,47.02,183864.3878116005,0,21.75,100
0.8798251152038574,23.62,1008.35,47.592,118458.77425767123,0,21.75,100
1.9125592708587646,24.36,1008.34,0,157721.78154289926,0,21.75,106
2.8803205490112305,24.98,1008.33,0,176316.29112212465,0,21.75,99
4.38564658164978,25.11,1008.37,0,186318.63333844903,0,21.75,99
1.5191733837127686,25.08,1008.36,0,183461.61915013858,0,21.75,108
5.79428243637085,0,0,0,194006.49995327805,0,21.75,99
3.05433988571167,25.38,1008.36,47.653,192870.36735356477,0,21.75,108
7.619764566421509,33.7,696.62,47.333,194006.49995327805,0,21.812,99
4.85462498664856,24.79,696.41,47.282,192870.36735356477,0,21.812,100
1.7452936172485352,24.59,1008.47,47.265,179721.53183469753,0,21.812,102
9.78060245513916,25.08,1008.38,0,194006.49995327805,0,21.75,107
7.089004039764404,25.34,0,48.219,192870.36735356477,0,21.75,106
3.8499977588653564,0,696.49,0,179721.53183469753,0,21.812,107
11.588279008865356,24.47,1008.57,46.92,194006.49995327805,0,21.812,99
9.241696119308472,24.24,1008.42,46.895,192870.36735356477,0,21.812,99
6.114813804626465,24.11,1008.38,0,179721.53183469753,0,21.812,99
0.9567854404449463,23.7,1008.39,47.541,130553.89062311829,0,21.75,100
1.8772234916687012,24.42,0,47.718,161992.76414787144,0,21.75,100
2.8365871906280518,0,1008.37,47.784,173575.63106982392,0,21.812,100
4.096905469894409,24.92,1008.4,47.675,145652.67446107746,0,21.812,101
1.4722859859466553,24.8,1008.35,47.691,179721.53183469753,0,21.812,103
5.67040491104126,25.18,1008.35,47.658,187170.64398374278,0,21.75,107
3.03214430809021,0,1008.38,47.578,179721.53183469753,0,21.75,110
7.694192409515381,24.78,1008.56,47.339,145779.43875901448,0,21.812,107
5.075096130371094,0,0,47.362,186852.07457506878,0,21.812,100
2.0650100708007812,24.7,1008.42,47.375,0,0,21.812,105
10.031091928482056,25.28,1008.41,0,145779.43875901448,0,21.812,108
7.767298936843872,33.7,1022.8,0,186852.07457506878,0,21.812,101
